"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_MT-10219","Region_08",48.32604,-112.8555,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.820980615735461,0.293044469783352,0.293044469783352,0.293044469783352
"NLA_IN-10174","Region_05",39.23423,-85.73445,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Poor","Good","Fair","Moderately Disturbed",0,0.0238131191595942,0.368945750042826,0.252791068580542,0.497767857142857
"NLA_MN-10087","Region_05",46.12736,-96.13317,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.029850746268657,0.144661308840413,0.144661308840413,0.144661308840413
"NLA_OR-10032","Region_10",44.68127,-118.0521,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Large","Poor","Good","Poor","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_OR-10184","Region_10",44.85988,-117.8134,"Fair","Poor","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Fair","Fair","Poor","Not Assessed",0,0.073452862926547,0.268941584731058,0.268941584731058,0.268941584731058
"NLA_SC-10052","Region_04",34.976183,-82.939386,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Good","Large","Good","Good","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_WY-10108","Region_08",43.77403,-109.8408,"Poor","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.086330935251799,0.219060225016545,0.219060225016545,0.219060225016545
"NLA_OR-10142","Region_10",45.12879,-117.3406,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Large","Fair","Good","Fair","Good","Not Assessed",0,0.122112211221122,0.446428571428571,0.446428571428571,0.446428571428571
"NLA_ND-10228","Region_08",47.73102,-100.8129,"Good","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Good","Good","Fair","Fair","Least Disturbed",0,0.027027027027027,0.231454005934718,0.231454005934718,0.231454005934718
"NLA_MO-10071","Region_07",37.78355,-93.93585,"Poor","Good","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.103839480090746,0.445349337956635,0.373831775700934,0.554181818181818
"NLA_NY-10032","Region_02",43.85045,-73.63472,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.0260068108316497,0.398005029408134,0.370503597122302,0.554639175257732
"NLA_NY-10031","Region_02",44.73604,-74.06547,"Poor","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Assessed","Good","Fair","Good","Good","Least Disturbed",0,0.051212938005391,0.320754716981132,0.320754716981132,0.320754716981132
"NLA_MT-10056","Region_08",45.86777,-113.55,"Good","Good","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Not Large","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderately Disturbed",0,0.0569964824721564,0.287765226630068,0.284638554216867,0.423600605143721
"NLA_CT-10041","Region_01",41.84052,-72.10979,"Fair","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0609233691747471,0.127038557290858,0.115248226950354,0.199376947040498
"NLA_MO-10021","Region_07",37.80796,-94.20671,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",0,0.144700460829493,0.254377880184331,0.254377880184331,0.254377880184331
"NLA_MT-10140","Region_08",47.05944,-113.9378,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Large","Good","Good","Good","Good","Least Disturbed",0,0.0812987023464544,0.105975900858269,0.105960264900662,0.341626794258373
"NLA_MI-10225","Region_05",46.26051,-89.221,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.440284054228534,0.283549783549783,0.283549783549783,0.283549783549783
"NLA_WY-10064","Region_08",42.80153,-109.4609,"Good","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.136112814224402,0.208333333333333,0.208333333333333,0.208333333333333
"NLA_IN-10194","Region_05",39.32339,-86.80005,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0,0.311475409836065,0.311475409836065,0.311475409836065
"NLA_MN-10150","Region_05",44.05364,-95.376,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0287616082606402,0.264607479059968,0.258003766478342,0.274223034734917
"NLA_NE-10204","Region_07",41.44006,-96.73306,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.0196447991351702,0.372900992928734,0.209553158705701,0.4026517794836
"NLA_MT-10143","Region_08",48.62107,-113.1088,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.779376498800959,0.774580335731414,0.774580335731414,0.774580335731414
"NLA_MT-10244","Region_08",46.16218,-114.5011,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Large","Good","Fair","Good","Good","Least Disturbed",0,0.043511568082014,0.239355242351731,0.152243589743589,0.437927663734115
"NLA_MT-10247","Region_08",48.9553,-115.1064,"Good","Poor","Poor","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Poor","Good","Fair","Least Disturbed",0,0.145748987854251,0.49,0.49,0.49
"NLA_NY-10042","Region_02",43.23406,-74.43414,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Good","Moderately Disturbed",0,0.0314297515960569,0.333521991408753,0.32258064516129,0.353765323992994
"NLA_IA-10111","Region_07",41.06394,-94.39957,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Fair","Good","Poor","Moderately Disturbed",0,0.0349872066115472,0.211784915429297,0.082882882882883,0.222672064777327
"NLA_MS-10003","Region_04",31.70541,-91.3745,"Poor","Good","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0.756011315417256,0.676096181046676,0.676096181046676,0.676096181046676
"NLA_CA-10004","Region_09",37.78874,-119.0739,"Good","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Assessed","Poor","Fair","Poor","Good","Least Disturbed",0,0.039370078740157,0.612204724409448,0.612204724409448,0.612204724409448
"NLA_DE-10038","Region_03",39.82369,-75.64429,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.0469566399293753,0.0860946486679374,0.083651642475172,0.097819681791396
"NLA_CT-10048","Region_01",41.13953,-73.62351,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.203339726095097,0.0355600004393017,0.023458445040214,0.091129032258064
"NLA_MT-10227","Region_08",48.46859,-114.4533,"Good","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.0583773560871984,0.30715398915776,0.300309597523219,0.315195071868583
"NLA_MT-10263","Region_08",48.19201,-114.0917,"Good","Poor","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Fair","Good","Fair","Least Disturbed",0,0.064814814814815,0.295210166177908,0.295210166177908,0.295210166177908
"NLA_AL-10038","Region_04",33.28949519,-87.68596227,"Good","Good","Good","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Fair","Moderately Disturbed",0,0.101059803179409,0.209311127933383,0.209311127933383,0.209311127933383
"NLA_CO-10108","Region_08",40.087836,-105.596111,"Good","Good","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Fair","Good","Good","Moderately Disturbed",0,0.1,0.284916201117318,0.284916201117318,0.284916201117318
"NLA_ND-10210","Region_08",47.34743,-99.72061,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Poor","Large","Poor","Good","Poor","Poor","Moderately Disturbed",0,0.030335861321777,0.165763813651137,0.165763813651137,0.165763813651137
"NLA_AR-10024","Region_06",33.07556,-92.6606,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.23076923076923,0.2002442002442,0.2002442002442,0.2002442002442
"NLA_MS-10011","Region_04",31.30628,-89.43517,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Poor","Poor","Fair","Poor","Moderately Disturbed",0,0.234923462886074,0.0802879577101811,0.060157790927022,0.080411707944677
"NLA_GA-10013","Region_04",32.07002,-84.29711,"Good","Good","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.563428684488235,0.489419851508997,0.43167701863354,0.544516829533116
"NLA_OR-10217","Region_10",45.31306,-123.9608,"Good","Good","Fair","Oligotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Good","Not Large","Good","Good","Good","Fair","Not Assessed",0,0.060126616967527,0.339326836676318,0.288524590163934,0.42156862745098
"NLA_TX-10263","Region_06",34.10726,-99.74926,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Not Assessed","Fair","Not Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.091695081987,0.323099750283053,0.313694267515923,0.412964311726147
"NLA_UT-10042","Region_08",37.52243,-112.7718,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Large","Poor","Good","Poor","Fair","Least Disturbed",0,0.032040472175379,0.290050590219224,0.290050590219224,0.290050590219224
"NLA_OR-10274","Region_10",46.16592,-123.9521,"Poor","Poor","Fair","Mesotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Not Assessed","Not Large","Good","Good","Good","Good","Not Assessed",0,0.210221094599492,0.314244291409931,0.314244291409931,0.314244291409931
